,,type,temperature,flag,ref_num
HoRu2Si2,1771,Néel,18.0,False,2
Sr2FeMoO6,1772,Curie,416.9672131147541,False,61
TlCuCl3,1773,Néel,13.0,False,1
CeCuGe,1774,Curie,10.0,False,5
CeCu2Sn2,1775,Néel,1.0,False,3
TbAgGe,1776,Néel,28.0,False,1
Barium,1777,Curie,305.0,False,1
RCo2,1778,Curie,178.0,False,1
Nd2CuGa12,1779,Néel,2.0,False,2
Dy12Co7,1780,Curie,64.0,False,4
PrNi,1781,Curie,20.0,False,2
Er2Si2O7,1782,Néel,1.5,False,2
Zr48h,1783,Curie,297.0,False,1
MnCO3,1784,Néel,32.5,False,4
Experiment,1785,Curie,940.0,False,1
NdSi,1786,Curie,46.0,False,1
NpCoGa5,1787,Néel,47.0,False,5
Estacado,1788,Curie,1148.0,False,1
TiNiSi,1789,Néel,48.333333333333336,False,3
YCo,1790,Curie,977.0,False,1
Cyanides,1791,Néel,38.0,False,1
Tb2AgIn3,1792,Néel,42.0,False,2
Sr2KNb5O15,1793,Curie,429.0,False,2
YbFeMnO4,1794,Néel,62.0,False,1
FeCl3,1795,Néel,482.0,False,2
Nd2Ni2Mg,1796,Néel,16.5,False,2
DyNi2Si2,1797,Néel,5.0,False,1
TbSi,1798,Néel,57.0,False,2
FeOOH,1799,Curie,409.3,False,10
UOsAl,1800,Curie,42.0,False,5
Ca2LuRuO6,1801,Néel,14.0,False,1
NdCoSi3,1802,Néel,4.0,False,2
La2LiOsO6,1803,Néel,39.0,False,1
LaNd,1804,Curie,170.0,False,1
Li2Pd3B,1805,Curie,8.0,False,1
SmCo7,1806,Curie,1020.0,False,1
Fe2SiO4,1807,Néel,64.5,False,2
FeCrO3,1808,Néel,310.0,False,1
Fe59Ni19Si10B12,1809,Curie,691.0,False,1
Sr3FeNb2O9,1810,Curie,593.0,False,1
Tb2Ir3Si5,1811,Néel,18.0,False,3
ZFLaO53,1812,Néel,42.0,False,1
Ho2Au2In,1813,Curie,16.666666666666668,False,3
Y4Co3,1814,Curie,25.0,False,2
Chassenon,1815,Curie,853.0,False,1
Sr2YbReO6,1816,Néel,20.0,False,1
YSnGe,1817,Curie,0.0,False,3
Co2VGa,1818,Curie,352.0,False,1
MnGeO3,1819,Néel,36.0,False,1
GdNi,1820,Curie,50.625,False,16
Gd2Co2Ga,1821,Curie,76.66666666666667,False,3
Co3Ru,1822,Curie,643.0,False,1
CeRh2Ga2,1823,Curie,11.0,False,1
SMo,1824,Curie,567.0,False,1
Fe5Si3,1825,Curie,383.0,False,2
PrSn3,1826,Néel,8.0,False,1
Gd40Dy16Al24Co20,1827,Curie,78.5,False,2
Sm6Fe23,1828,Curie,411.6666666666667,False,6
Ba2DyRuO6,1829,Néel,47.0,False,1
Pyrochlore,1830,Curie,763.0,False,1
Co3B7O13I,1831,Curie,274.0,False,1
TiO2,1832,Curie,412.375,False,8
FeTe,1833,Curie,22.666666666666668,False,3
Ce2CoGa9Ge2,1834,Néel,4.0,False,1
Mn2Mo3O8,1835,Curie,128.1,False,10
NdP,1836,Néel,11.0,False,2
HoCo3,1837,Curie,418.0,False,1
BiMO3,1838,Curie,105.0,False,1
DyMnO3,1839,Néel,120.66666666666667,False,3
Ce2Pd3Si5,1840,Néel,8.0,False,2
Mn2NiSn,1841,Curie,565.0,False,1
Gd53Al24Co20Zr3,1842,Curie,94.0,False,3
Alm50Sps50,1843,Néel,4.0,False,1
NaFe4Sb12,1844,Curie,90.0,False,4
TbCu2In,1845,Néel,7.0,False,1
Tb7Rh3,1846,Néel,83.8,False,10
LaONiAs,1847,Curie,2.5,False,2
EuPdSn,1848,Néel,12.333333333333334,False,6
Co2MnGa,1849,Curie,701.6,False,5
CdCr2S4,1850,Curie,84.375,False,8
40*,1851,Curie,771.5,False,4
RFeO3,1852,Néel,287.6666666666667,False,3
ZrTiO3,1853,Curie,503.0,False,1
NdAgSn,1854,Néel,9.0,False,3
CuxInyCrzSe4,1855,Curie,175.0,False,15
Fe77B13Cr1,1856,Curie,549.0,False,1
Na12Al12,1857,Curie,830.0,False,1
MoS2,1858,Curie,516.75,False,4
AlCNi3,1859,Curie,7.0,False,1
Ho6W4Al43,1860,Néel,2.0,False,3
Ba2LnRuO6,1861,Néel,39.0,False,1
Ag2O,1862,Curie,581.6666666666666,False,3
Dy15Si9C,1863,Curie,70.0,False,1
DyVSb3,1864,Néel,12.0,False,3
La6Fe11Al3,1865,Néel,117.5,False,2
CeAuIn,1866,Néel,3.0,False,1
Dy3Al2,1867,Curie,94.0,False,2
GdFeO3,1868,Néel,376.57142857142856,False,7
Ti1,1869,Curie,200.0,False,4
Formates,1870,Néel,16.0,False,2
HoCo2,1871,Curie,673.5384615384615,False,13
LaCo7,1872,Curie,700.0,False,1
Fe76Zr2Si13B9,1873,Curie,640.0,False,3
Nb2Mo1,1874,Curie,596.0,False,1
SmN,1875,Curie,21.5,False,2
Sr2CrMoO6,1876,Curie,476.42857142857144,False,7
GdNi3,1877,Curie,115.2,False,5
Ru2FeSi,1878,Néel,272.85714285714283,False,7
BaBiFe11O19,1879,Curie,751.0,False,1
BaM,1880,Curie,719.5555555555555,False,9
Or4,1881,Curie,283.0,False,1
CaMnGe2O6,1882,Néel,8.0,False,9
Fe66Nb4B30,1883,Curie,635.0,False,2
Fe2TiSn,1884,Curie,240.0,False,1
Pr2Co2I,1885,Curie,35.0,False,1
ErMn3Fe3Sn6,1886,Néel,258.0,False,2
MoCl5,1887,Curie,10.2,False,5
CaCu2O3,1888,Néel,26.333333333333332,False,6
CeCo,1889,Curie,55.0,False,2
LiFeO2,1890,Néel,20.0,False,5
Mt,1891,Curie,637.0,False,5
LaMnO3Perovskite,1892,Curie,193.0,False,4
Fe4N,1893,Curie,857.0,False,3
Mn2VGa,1894,Curie,80.0,False,1
NdNi4Sn2,1895,Néel,13.0,False,1
Ce7Rh3,1896,Curie,10.0,False,4
DyD,1897,Néel,6.0,False,2
Gd2Ni2Cd,1898,Néel,65.0,False,3
TlGaSe2,1899,Curie,111.8,False,5
NdFe9Si2Cx,1900,Curie,429.6666666666667,False,3
TlCoF3,1901,Néel,38.5,False,4
CeOs3B2,1902,Curie,3.0,False,2
AsF,1903,Curie,11.0,False,2
Bi2WO6,1904,Curie,1129.6666666666667,False,6
UCoSn,1905,Curie,83.0,False,4
Er5PtBi2,1906,Curie,20.0,False,1
LaOBiSe2,1907,Curie,5.5,False,2
Cr2Se3,1908,Néel,156.76923076923077,False,13
HoCoC,1909,Néel,6.0,False,1
YFeMn,1910,Curie,125.0,False,1
Fe80B20,1911,Curie,650.0,False,1
GaP,1912,Curie,96.6,False,5
HoNiSi,1913,Néel,2.3333333333333335,False,3
PSMO3Tb10,1914,Curie,165.0,False,1
GdSn2,1915,Néel,21.5,False,2
YbIrGe,1916,Néel,2.0,False,1
Ce3Pd20Ge6,1917,Néel,0.0,False,1
GdNiAl,1918,Curie,58.666666666666664,False,15
Fe75Cu1Nb2Si13B9,1919,Curie,636.0,False,1
CsNiCl3,1920,Néel,5.0,False,1
Dy4Zn5Ge6,1921,Néel,5.0,False,2
Or1,1922,Curie,245.0,False,1
CeCu2Si2,1923,Curie,0.5294117647058824,False,17
ScFe6Ge4,1924,Curie,766.0,False,4
Er2Fe17C,1925,Curie,506.0,False,2
Ho2Fe17,1926,Curie,345.0,False,3
BaMgF4,1927,Curie,280.0,False,1
SmNi3FeB,1928,Curie,322.0,False,1
NdCo2,1929,Curie,98.0,False,1
Nd2Fe17,1930,Curie,304.72727272727275,False,11
Fe44Co44Zr7B4Cu1,1931,Curie,1238.0,False,1
GdGa,1932,Curie,188.25,False,4
Cr11,1933,Curie,323.0,False,2
Mx,1934,Curie,197.5,False,4
None,1935,Curie,280.6666666666667,False,6
PbFe12O19,1936,Néel,725.0,False,1
LuFe11TiN,1937,Curie,738.0,False,1
CaC,1938,Curie,820.0,False,1
Co60Fe30Ni10,1939,Curie,1120.0,False,2
LuFe11Ti,1940,Curie,491.3333333333333,False,6
Gd5Ge2Si2,1941,Curie,285.54545454545456,False,11
SmAuBi2,1942,Néel,7.0,False,2
ThCu3Mn4O12,1943,Curie,2.0,False,1
EtOH,1944,Néel,3.0,False,1
Ho3Er3MnBi2,1945,Curie,150.0,False,1
Fe85B15,1946,Curie,630.0,False,1
Ni4Mn,1947,Curie,17.5,False,2
Er3Pd4Ge4,1948,Curie,3.0,False,3
Al86Gd6Ta8,1949,Néel,136.5,False,4
Sm3Co29Si4B10,1950,Curie,93.0,False,4
Cd,1951,Curie,190.4,False,5
TbPdGa,1952,Néel,34.0,False,1
CoCl2,1953,Néel,16.0,False,3
Fe78Si13B9,1954,Curie,650.0,False,1
ThMnAl,1955,Néel,100.0,False,3
YFe11TiN,1956,Curie,742.0,False,1
Gd85Mn15,1957,Curie,281.25,False,4
Fe70Ni30,1958,Curie,873.0,False,1
CeCrSb3,1959,Curie,145.0,False,1
GdPdAl,1960,Curie,86.18181818181819,False,11
CeIn3,1961,Néel,6.25,False,4
GeMnTe,1962,Curie,138.88888888888889,False,9
Er3Cu4Sn4,1963,Néel,4.5,False,2
CrBr3,1964,Curie,32.0,False,2
Na3Co2SbO6,1965,Néel,8.0,False,2
Fe2VSi,1966,Néel,120.0,False,1
Mn23Ho6,1967,Curie,434.0,False,2
Si4,1968,Néel,8.0,False,1
Ba5DyTi3V7O30,1969,Curie,434.3333333333333,False,3
YNi2B2C,1970,Curie,15.0,False,3
PrCa,1971,Néel,175.0,False,1
Ba2SmMoO6,1972,Néel,101.2,False,5
Li2O,1973,Curie,525.0,False,7
Alnico,1974,Curie,943.0,False,2
Fe2O3,1975,Néel,932.0,False,10
Ho2GeO5,1976,Curie,8.0,False,2
Fe3Si,1977,Curie,815.5,False,12
GdAs,1978,Néel,19.0,False,1
Gd36Dy20Al24Co20,1979,Curie,76.0,False,1
Er2Fe14Si3,1980,Curie,490.0,False,3
MnTeMoO6,1981,Néel,20.0,False,2
CeIn,1982,Néel,10.0,False,2
Ho3Cu4Sn4,1983,Néel,7.25,False,4
NpGa3,1984,Néel,66.0,False,1
Co17Y2,1985,Curie,1167.0,False,1
GdCu2,1986,Néel,40.833333333333336,False,6
FeSiB,1987,Curie,443.0,False,1
Mn2CoSb,1988,Curie,485.0,False,2
Nb3Mo0,1989,Curie,594.0,False,1
Sm2Fe16Ga1Hz*,1990,Curie,259.5,False,2
Co72Cr8Si6B14,1991,Curie,483.0,False,1
TbNi5,1992,Curie,23.6,False,5
Gd30Y30Co30Al10,1993,Curie,29.5,False,2
Ni94Cu3Mn2Ti1,1994,Curie,571.0,False,2
Fe64Mn15Si10B11,1995,Curie,309.0,False,1
CdCr2Se4,1996,Curie,120.75,False,24
CePdGe,1997,Néel,3.0,False,2
Lu2Fe17H1,1998,Curie,354.0,False,2
MgCuZn,1999,Curie,518.0,False,1
CuAu,2000,Curie,683.0,False,2
Tb5Si3,2001,Néel,56.333333333333336,False,3
Fe17Y2,2002,Curie,275.0,False,2
TbAg2,2003,Néel,34.0,False,3
Ce2Ni2Ga,2004,Curie,4.0,False,2
LiMn3Fe2O8,2005,Curie,275.0,False,1
CoFexCrAl,2006,Curie,18.0,False,2
LaFeAsO,2007,Curie,31.5,False,4
La2CoTiO6,2008,Néel,20.0,False,1
TbZrSb,2009,Curie,48.78260869565217,False,23
NdCo8FeSi4,2010,Curie,1110.0,False,1
GdCu4Pd,2011,Curie,102.0,False,3
NiCrO3,2012,Néel,309.0,False,3
CuFeO2,2013,Néel,20.333333333333332,False,3
TbFe11TiH,2014,Curie,595.0,False,1
Gd95Mn5,2015,Curie,283.75,False,4
BaTm2O4,2016,Néel,9.5,False,4
Nd3Co13B2,2017,Curie,621.0,False,3
SBTi5,2018,Curie,540.0,False,1
USnGe,2019,Curie,40.0,False,2
Endo,2020,Curie,225.0,False,1
Nd3Co29Si4B10,2021,Curie,81.0,False,4
Mg3SLN,2022,Curie,1485.0,False,1
Fe3Sn,2023,Curie,743.0,False,2
BaKCu3CoS4,2024,Néel,12.0,False,2
CeMn2Ge2,2025,Curie,320.0,False,6
Mn7,2026,Néel,203.5,False,2
NaOH,2027,Néel,494.5,False,2
FeCo,2028,Curie,956.3333333333334,False,3
TmAsO4,2029,Curie,6.0,False,1
PrPdSb2,2030,Néel,7.0,False,2
GdCu4Ag,2031,Curie,10.0,False,2
RuO4,2032,Curie,500.0,False,1
YCo4Al,2033,Curie,339.2857142857143,False,7
Tm6Nb4Al43,2034,Néel,2.0,False,3
CeAu2Ge2,2035,Néel,13.0,False,3
Ce3RuSn6,2036,Curie,3.0,False,2
Na16Al8,2037,Curie,870.0,False,1
TbCuAl,2038,Néel,47.0,False,3
LaEuSiO3N,2039,Curie,3.0,False,1
GdCu,2040,Néel,32.5,False,6
Y4Fe72B22Ti2,2041,Curie,542.0,False,1
Fe90Al10,2042,Curie,1018.0,False,1
NaPb2Mn2V3O12,2043,Néel,16.25,False,4
Fe45Ni5Cr,2044,Curie,597.0,False,1
PrOFeP,2045,Curie,3.0,False,1
Ni20,2046,Curie,230.0,False,2
BaC,2047,Curie,428.0,False,1
GdFe2,2048,Curie,790.0,False,1
Ho2Cu2Cd,2049,Curie,25.0,False,3
Y6Mn23,2050,Curie,380.3333333333333,False,3
ZnNyNi3,2051,Curie,3.0,False,1
Dy2NiGe6,2052,Néel,25.0,False,2
CoBr2,2053,Curie,27.0,False,2
CoMnGe,2054,Curie,275.0,False,1
Nd50Fe40Si10,2055,Curie,475.0,False,1
CePdSi2,2056,Curie,0.0,False,1
Ba4Sm2Ti4Nb6O30,2057,Curie,321.0,False,1
Co84Gd8Ti8,2058,Curie,1140.0,False,2
ErNiIn,2059,Curie,9.0,False,4
Ho6V4Al43,2060,Néel,3.0,False,3
Fe88Gd2Zr10,2061,Curie,284.0,False,1
Gd30Hf30Co30Al10,2062,Curie,55.0,False,2
Mn3O4,2063,Curie,45.416666666666664,False,84
InB,2064,Curie,315.0,False,1
Co2SiO4,2065,Néel,49.0,False,4
CaIn2,2066,Curie,150.0,False,2
HoCu,2067,Néel,27.0,False,2
YNi3,2068,Curie,30.0,False,2
Fe2GeTe4,2069,Curie,192.5,False,22
GdCr2Al20,2070,Néel,3.857142857142857,False,7
MnNi,2071,Curie,290.0,False,2
Bcc,2072,Curie,0.0,False,1
MnCu4Sn,2073,Néel,110.0,False,2
URh2Ge2,2074,Curie,7.75,False,4
Rf,2075,Curie,565.0,False,2
YbCuGe,2076,Curie,4.9,False,10
LaSrCuO,2077,Curie,70.0,False,5
Ni2U,2078,Curie,727.0,False,1
Dy25Er25Ho25Tb25,2079,Néel,52.0,False,1
CeFe2,2080,Curie,231.25,False,8
Alabandite,2081,Néel,166.5,False,6
Gel,2082,Curie,7.0,False,1
NiCuMnSn,2083,Curie,366.0,False,1
Tb6Ti4Al43,2084,Néel,9.5,False,6
CeCuAl,2085,Néel,6.0,False,2
SnO2,2086,Curie,515.0,False,4
Mn45Al41Co14,2087,Curie,522.0,False,1
HoPdIn,2088,Curie,20.166666666666668,False,6
YCo5,2089,Curie,864.0666666666667,False,15
UIrGe,2090,Néel,16.333333333333332,False,3
Ni50Mn28Ga22,2091,Curie,371.0,False,1
ErCo5Ga7,2092,Curie,293.0,False,2
KMnF3,2093,Néel,102.66666666666667,False,9
Ba2ZnSi2O7,2094,Néel,516.5,False,4
Ce5Si3,2095,Néel,12.0,False,1
BaNi2As2,2096,Curie,0.0,False,1
Y6Fe70B22Ti2,2097,Curie,508.0,False,1
Gr10Sps90,2098,Néel,5.0,False,1
EuSr,2099,Curie,155.0,False,2
ErNiAl2,2100,Curie,5.0,False,1
Bi2Sr2CuO6,2101,Curie,23.0,False,1
UCo2Si2,2102,Néel,83.0,False,4
FeVSb,2103,Curie,0.0,False,1
Fe64Mn14CoSi10B11,2104,Curie,457.0,False,1
57Fe,2105,Néel,321.6190476190476,False,21
MnCr2S4,2106,Curie,65.5,False,4
Mn2O3,2107,Néel,60.0,False,11
Ni52Mn26Ga22,2108,Curie,350.0,False,1
BaBi2Ta2O9,2109,Curie,333.0,False,3
Cr77Fe21Mn2,2110,Curie,100.5,False,12
GdMnAl,2111,Curie,137.5,False,2
Co3Sn2S2,2112,Curie,175.0,False,2
CdI2,2113,Néel,17.0,False,3
GaCFe3,2114,Curie,546.0,False,1
Cr71Fe22Mn7,2115,Curie,149.0,False,6
LaFeO3,2116,Néel,685.4146341463414,False,41
Bi2201,2117,Curie,14.8,False,5
56Fe,2118,Néel,133.0,False,1
GdH2,2119,Néel,22.0,False,1
CePdSn,2120,Néel,7.0,False,1
Mg6MnO8,2121,Néel,5.0,False,4
CrNbO4,2122,Néel,8.0,False,1
ErMn2,2123,Curie,15.0,False,2
Fe78Mo1B5C5P10Si1,2124,Curie,589.0,False,1
Fe70Si20Nb10,2125,Curie,893.0,False,2
CeCoSi,2126,Néel,7.0,False,8
Pr6Fe12Al2,2127,Néel,320.0,False,2
NdVO4,2128,Curie,113.0,False,2
FeMn,2129,Néel,327.6666666666667,False,6
La5Re3FeO16,2130,Curie,155.0,False,1
Ho5Sb3,2131,Curie,86.0,False,2
Fe88Zr9B3,2132,Curie,300.0,False,1
Dy2Fe17C,2133,Curie,558.0,False,2
PrRhSn,2134,Néel,2.0,False,4
Mercury,2135,Curie,69.75,False,4
Ho3Ni6Al2,2136,Néel,16.0,False,2
NdCrGe3,2137,Curie,68.0,False,4
CaFeAsH,2138,Néel,113.0,False,2
CeAg2Ge2,2139,Néel,4.0,False,1
UPd2Al3,2140,Curie,5.333333333333333,False,3
HoNiAl2,2141,Curie,7.0,False,1
10BCZTSn,2142,Curie,295.0,False,2
CoO,2143,Néel,310.8888888888889,False,81
Fe3Al,2144,Curie,769.2,False,5
Ni50Mn37Sn13,2145,Curie,255.0,False,1
Mn35Al44Co21,2146,Curie,440.0,False,1
SmAgSb,2147,Néel,10.0,False,3
TmZnAl,2148,Curie,2.0,False,1
Cu2MnSn,2149,Curie,530.0,False,1
DyCu2,2150,Néel,27.0,False,3
Co40Fe40Ni20,2151,Curie,1090.0,False,2
CuCo2S4,2152,Néel,17.0,False,1
NiFe,2153,Curie,281.5,False,2
Gd2CuGe6,2154,Néel,20.0,False,6
Fe3Nb3N,2155,Curie,110.0,False,2
MnHg,2156,Néel,462.5,False,4
LuCrO3,2157,Néel,105.66666666666667,False,3
Nb0Mo3,2158,Curie,587.0,False,1
Nd2Fe14C,2159,Curie,323.0,False,1
SmNi4B,2160,Curie,39.0,False,3
ErFeSi,2161,Curie,22.0,False,2
CoZrSb,2162,Curie,0.0,False,1
FeS,2163,Néel,491.3333333333333,False,6
YGe3,2164,Curie,1.0,False,1
Gd33Er22Al25Co20,2165,Curie,52.0,False,2
Ho11Ge8In2,2166,Curie,26.0,False,2
CoFeMnAs,2167,Curie,1.0,False,1
CoWO4,2168,Néel,42.0,False,1
Fe55Co19Ga26,2169,Curie,849.0,False,1
MgFe6Ge6,2170,Néel,496.5,False,4
GeV,2171,Curie,90.0,False,1
Fe87Zr6B6Cu1,2172,Curie,300.0,False,1
Nb1,2173,Curie,639.0,False,2
Er2BaNiO5,2174,Néel,34.0,False,2
GdGe2,2175,Néel,28.0,False,1
Ni2O3,2176,Néel,523.0,False,1
CeVSb3,2177,Curie,4.0,False,9
Lv,2178,Curie,589.5,False,2
Gd36Co20Al24Y20,2179,Curie,53.0,False,1
ErZrSb,2180,Curie,8.625,False,16
Nano,2181,Curie,373.0,False,1
Al50Cu25Fe25,2182,Curie,219.0,False,1
Dy2Fe14B,2183,Curie,589.5,False,2
Uniform,2184,Curie,292.0,False,1
Gd55Co25Al20,2185,Curie,112.0,False,2
CeCoGe,2186,Néel,4.6,False,15
SrLaMnRuO6,2187,Curie,225.0,False,1
ZnSiGeN2,2188,Curie,300.0,False,1
Flash,2189,Curie,623.0,False,1
LaPrCaBCO,2190,Curie,78.0,False,1
PrCu3Pd2,2191,Curie,0.0,False,3
CeAuAl,2192,Néel,4.363636363636363,False,11
Fe56Mn24B20,2193,Curie,0.0,False,1
CeFeSi,2194,Curie,377.0,False,2
CaLaMnMoO6,2195,Néel,96.0,False,6
Y3Al5O12,2196,Curie,225.0,False,2
CrN,2197,Néel,230.4,False,5
GdCo2,2198,Curie,402.5,False,6
YbMn6Sn6,2199,Néel,353.0,False,1
Gd48Co50Zn2,2200,Curie,262.0,False,1
MnCu4In,2201,Curie,540.0,False,1
NaVSi2O6,2202,Néel,11.0,False,4
SrSn3,2203,Curie,5.0,False,1
CeSb,2204,Néel,16.0,False,5
Pr6Co2Si3,2205,Curie,50.0,False,1
A95Nb4Mo1,2206,Curie,660.0,False,1
NiFeMo,2207,Curie,823.0,False,1
SbSI,2208,Curie,292.75,False,8
NiPhCo,2209,Curie,15.0,False,2
Bx,2210,Curie,115.0,False,1
Fe91Zr7B2,2211,Curie,250.0,False,1
NdAuAs2,2212,Néel,3.0,False,1
Cr64Fe23Mn13,2213,Curie,185.0,False,6
Sr2CrWO6,2214,Curie,401.8888888888889,False,9
Fe77P9B11Nb2Cr1,2215,Curie,553.0,False,1
TbCr2Si2,2216,Néel,2.0,False,1
Tb3NiSi3,2217,Néel,162.66666666666666,False,3
LiEuP,2218,Curie,21.0,False,1
HoIrGe2,2219,Néel,5.0,False,3
GdNi5,2220,Curie,33.0,False,7
PbO,2221,Curie,600.25,False,4
Ho2GdAl2,2222,Curie,115.0,False,1
Ce2MnGe6,2223,Néel,56.0,False,2
Mn44,2224,Curie,235.0,False,1
Tb2Fe14B,2225,Curie,619.0,False,2
Fe81B13Si4C2,2226,Curie,686.5,False,4
Bi3TiNbO9,2227,Curie,1181.0,False,9
AlNiCo5,2228,Curie,1123.0,False,1
Fe50Si50,2229,Curie,20.0,False,3
Ni79Cr13Fe8,2230,Curie,195.0,False,2
TbNi,2231,Curie,55.333333333333336,False,3
HoNiSn2,2232,Néel,2.75,False,4
GdPtGe2,2233,Curie,16.0,False,6
ZrN,2234,Curie,10.0,False,1
La2O3,2235,Curie,613.0,False,5
EuE,2236,Curie,16.0,False,1
Ce2Fe16MnH2,2237,Curie,240.0,False,2
NpIrSn,2238,Néel,40.0,False,2
Nd5Fe17,2239,Curie,546.0,False,4
Pz37,2240,Curie,623.0,False,1
CeAu2Si2,2241,Néel,7.647058823529412,False,17
LCeMO,2242,Curie,255.0,False,1
Nb3Sb,2243,Curie,0.0,False,2
Sr2TbReO6,2244,Néel,2.0,False,1
EuAg4Ga,2245,Curie,72.0,False,3
BiCrO3,2246,Néel,376.0,False,2
GdCr6Al6,2247,Curie,175.0,False,1
Ni48Mn27Ga25,2248,Curie,375.0,False,1
GaMnAs,2249,Curie,128.375,False,8
La5Re3MnO16,2250,Curie,161.0,False,1
Mn5,2251,Curie,28.0,False,1
Zr4h,2252,Curie,323.0,False,1
Fe54Cr46,2253,Curie,713.0,False,1
UCuGe,2254,Néel,69.44444444444444,False,9
Ho2CoAl3,2255,Curie,20.0,False,1
UPtAl,2256,Curie,43.0,False,6
Fe66Cr2Tb5B23Nb4,2257,Curie,410.0,False,1
Ho6Cr4Al43,2258,Néel,3.0,False,3
Sm2Fe17,2259,Curie,444.6666666666667,False,6
Ho30Y26Al24Co20,2260,Curie,5.0,False,1
Fullerides,2261,Curie,14.333333333333334,False,6
EuGa4,2262,Néel,12.0,False,6
5BCZTSn,2263,Curie,307.0,False,2
Ce3Co11B4,2264,Curie,256.0,False,1
EuNiGe3,2265,Néel,10.0,False,2
NiII,2266,Curie,2.0,False,3
Fe81Y10Zr9,2267,Curie,1.0,False,1
Sr2NiWO6,2268,Néel,54.0,False,1
GdRh,2269,Curie,26.0,False,3
TbNi3FeSi,2270,Curie,156.0,False,1
La3,2271,Curie,720.0,False,1
Li1Mn8Fe12O28,2272,Curie,275.0,False,1
Mn2NiGa,2273,Curie,681.5,False,2
NpFe4Al8,2274,Curie,135.0,False,1
BaNi2P2,2275,Curie,2.5,False,2
Rb2ZnCl4,2276,Curie,198.0,False,1
Bi6Ti3Fe2O18,2277,Néel,160.0,False,2
Eu2CuSi3,2278,Curie,34.0,False,2
Fe85Ni5Zr10,2279,Curie,307.6666666666667,False,3
Li2Pt3B,2280,Curie,2.0,False,1
Y2C2Cl2,2281,Curie,2.0,False,2
GeFeO3,2282,Curie,207.5,False,2
Gd6Nb4Al43,2283,Néel,10.0,False,3
Co9S8,2284,Curie,120.0,False,1
Gd48Co52,2285,Curie,282.0,False,1
Gd35Hf20Co25Al20,2286,Curie,96.0,False,1
SiO2,2287,Curie,283.875,False,8
Rh2MnGe,2288,Curie,450.0,False,1
Co06Cu04MnSb,2289,Curie,455.0,False,2
La3Co2SbO9,2290,Curie,55.0,False,2
Gd3Ni3Ga8Ge3,2291,Néel,10.0,False,1
Tb4Sb3,2292,Néel,114.0,False,3
Norton,2293,Curie,534.5,False,4
Co40Fe50Ni10,2294,Curie,1100.0,False,2
Mn25,2295,Curie,388.0,False,1
Gd2FeAl4Ge2,2296,Néel,20.0,False,2
Y3Mn3GeGa2,2297,Néel,260.0,False,2
SmGe5,2298,Néel,10.0,False,1
Mn5O8,2299,Néel,116.0,False,12
Ho2Co2I,2300,Curie,36.0,False,1
NdPdSb2,2301,Néel,7.0,False,2
PrCo4Al,2302,Curie,328.57142857142856,False,7
Pb1,2303,Curie,650.0,False,1
CrGa2Sb2,2304,Curie,345.0,False,2
Hf3Fe4Sn4,2305,Néel,373.0,False,2
Gd2MgGe2,2306,Curie,276.0,False,3
Sr2MnGe2O7,2307,Néel,4.0,False,1
Sr7,2308,Curie,122.0,False,1
ZnSnAs2,2309,Curie,329.0,False,1
Sr2FeTeO6,2310,Néel,100.0,False,1
SmMn2Ge2,2311,Néel,312.5,False,4
Ho4PtMg,2312,Curie,28.0,False,1
TGSPi,2313,Curie,322.0,False,1
LaCo9Si4,2314,Curie,40.0,False,2
NiPS3,2315,Néel,253.0,False,2
CeNi2Sn2,2316,Néel,1.0,False,1
LaCo1,2317,Curie,726.0,False,1
FeNi,2318,Curie,560.0,False,1
Ho5Pd2,2319,Néel,28.0,False,2
NaVGe2O6,2320,Néel,16.0,False,2
TPrA,2321,Néel,2.0,False,1
GdAl2,2322,Curie,167.8,False,5
Mn2PdSn,2323,Curie,415.0,False,1
ErNi2Si,2324,Curie,8.0,False,2
Nd3Pd20Ge6,2325,Néel,2.2857142857142856,False,7
Yb2Co3Al9,2326,Néel,1.0,False,1
MgB2,2327,Curie,36.07692307692308,False,52
YbMn2Ge2,2328,Néel,510.0,False,1
Sr2AlTaO6,2329,Curie,90.0,False,1
SrTiO,2330,Curie,860.0,False,1
BaNd2O4,2331,Néel,30.0,False,4
HoBa2Cu3O7,2332,Néel,0.0,False,1
Er5Ir4Si10,2333,Néel,3.0,False,1
FeMnPt,2334,Curie,671.5,False,2
ThFe4As12,2335,Curie,5.0,False,1
Gd5Si2Sb2,2336,Curie,254.0,False,2
CrCl3,2337,Néel,16.0,False,1
HoZrSb,2338,Curie,15.0,False,13
TbRu2Ge2,2339,Néel,37.0,False,1
LaSm,2340,Curie,140.0,False,1
Gd95B5,2341,Curie,292.0,False,2
CeTiGe3,2342,Curie,14.0,False,2
TbFe2Zn20,2343,Curie,66.0,False,1
Clinopyroxenes,2344,Néel,32.0,False,12
UIr,2345,Curie,36.8,False,5
Co50Fe45Ni5,2346,Curie,1100.0,False,2
ErSn2,2347,Néel,4.0,False,1
Pr2LiOsO6,2348,Néel,35.0,False,1
SiO,2349,Curie,39.0,False,2
HoCu2,2350,Néel,208.0,False,2
HoNi,2351,Curie,47.8,False,10
Rh2O3,2352,Néel,311.0,False,1
Tb2In,2353,Curie,165.0,False,1
Tm6Ti4Al43,2354,Néel,2.0,False,3
NiTa2O6,2355,Néel,7.0,False,4
